id,nome,ano_registo,type,n_reg,lat,lon,score_global,score_location,score_price/quality,data_levan,nearest_metro,nearest_bus,nearest_tur_point,POI_closer_than_1000
1355,bra.com bonfim 101,2015.0,Apartamento,18352/AL,41.146939749736475,-8.597996970010518,8.6,8.6,8.4,1488758400000.0,208.31506892957282,137.36768205743095,956.8554589387236,4
1356,bra.com bonfim 201,2015.0,Apartamento,18353/AL,41.1469594334099,-8.597986205467981,8.6,8.6,8.4,1488758400000.0,206.4682544510759,139.72647446925828,957.6398004148656,4
1357,bra.com bonfim 301,2015.0,Apartamento,18358/AL,41.14696642951511,-8.598011824980563,8.6,8.6,8.4,1488758400000.0,205.1248730728214,139.48429609864826,955.4522215284758,4
1371,dapraça apartments,2016.0,Apartamento,37565/AL,41.14466403805125,-8.598350376005522,9.7,9.2,9.6,1488758400000.0,453.74690265163065,133.46983300271538,974.7832410928796,2
1390,go2oporto @infante house cobertura,2016.0,Apartamento,32404/AL,41.141299682340716,-8.614408371356792,8.9,9.7,8.5,1488758400000.0,479.6614242904165,14.598899283318241,45.946492709833535,4
1403,douro apartments - s. miguel - apartamento superior 2º,2016.0,Apartamento,32691/AL,41.14328798618829,-8.616411341268773,9.3,9.5,8.9,1488758400000.0,496.4120763558048,83.66160072157567,302.7810814272186,7
1412,cathedral design apartments,2016.0,Apartamento,32946/AL,41.14284643095271,-8.612398995835447,9.4,9.7,9.1,1488758400000.0,240.77989445608463,87.46555056385937,67.83809150245564,6
1413,cathedral design apartments,2016.0,Apartamento,32952/AL,41.14280065060653,-8.612424427158556,9.4,9.7,9.1,1488758400000.0,246.1775700321164,90.26969042600723,71.49748774125304,5
1414,cathedral design apartments,2016.0,Apartamento,32950/AL,41.1428345632929,-8.612384556144969,9.4,9.7,9.1,1488758400000.0,241.18225246611303,89.25034650267136,67.08667509728302,6
1415,cathedral design apartments,2016.0,Apartamento,32957/AL,41.14283412707901,-8.61243015229715,9.4,9.7,9.1,1488758400000.0,243.39307790755225,86.97114464407511,70.7408320868515,7
1416,cathedral design apartments,2016.0,Apartamento,32953/AL,41.14281299978509,-8.612381126468264,9.4,9.7,9.1,1488758400000.0,243.00565783772282,91.31660318946804,67.61367395952371,5
1417,cathedral design apartments,2016.0,Apartamento,32965/AL,41.14285039037669,-8.612411012145934,9.4,9.7,9.1,1488758400000.0,240.9933195578447,86.49822156664335,68.67644186564353,7
1441,"passos manuel, 236 al",2016.0,Apartamento,36958/AL,41.146454842081255,-8.604766319062918,8.7,9.4,8.5,1488758400000.0,410.7237597081994,45.077397602878285,401.7079192534403,6
1447,4twoloft,2016.0,Apartamento,35666/AL,41.14604596756556,-8.605661522221347,,,,1488758400000.0,435.76151078288115,86.23203239072866,347.18145231585044,6
1450,oporto trendy heritage 1,2016.0,Apartamento,35547/AL,41.146671195795435,-8.602900050220656,9.3,9.7,9.0,1488758400000.0,422.27569117038087,74.8923348107553,550.1711170993673,6
1499,cedofeita 408,2015.0,Apartamento,12899/AL,41.152792665441815,-8.618102495096746,9.6,9.7,9.5,1488758400000.0,489.5127059020745,102.41509824833138,649.3290619141145,7
1516,le petit chateau apartements,2015.0,Apartamento,23050/AL,41.16275967258516,-8.610547942315117,9.7,8.9,9.7,1488758400000.0,542.5083087800008,30.732731839799552,1396.1969309404658,1
1517,le petit chateau apartments,2015.0,Apartamento,23051/AL,41.16275586444856,-8.610522905598954,9.7,8.9,9.7,1488758400000.0,540.3875603409157,28.63776894957643,1395.8547593990722,1
1518,le petit chateau apartments,2015.0,Apartamento,23052/AL,41.16279474947082,-8.610529978990918,9.7,8.9,9.7,1488758400000.0,542.4073472221298,31.15192024355328,1400.145342676464,1
1526,"mh turismo - unipessoal, lda",2014.0,Apartamento,5518/AL,41.148959632486566,-8.616185360095034,8.3,9.2,8.3,1488758400000.0,438.9298087721254,153.20574052876543,442.4196808774996,8
1527,"mh turismo - unipessoal, lda",2014.0,Apartamento,5516/AL,41.14893809633777,-8.616196865925701,8.3,9.2,8.3,1488758400000.0,439.64307411168863,150.9553118162259,444.0814690997364,8
1528,"mh turismo - unipessoal, lda",2014.0,Apartamento,5323/AL,41.14894043341233,-8.616178356064713,8.3,9.2,8.3,1488758400000.0,438.12400314667326,151.0190576475119,442.5252592437466,8
1543,douro dreams guest house,2015.0,Moradia,21569/AL,41.151466121595845,-8.621891707422547,-1.0,8.8,9.2,1488758400000.0,756.9636159760859,62.33828292126752,910.6170007858784,4
1544,porto.arte,2016.0,Apartamento,27178/AL,41.149145358383606,-8.623880426914425,9.8,9.7,9.8,1488758400000.0,1059.1849900741877,79.36838372557153,1072.761037486059,4
1545,porto arte,2016.0,Apartamento,28683/AL,41.14915935966243,-8.623900712218948,9.7,9.4,9.6,1488758400000.0,1057.8627475356857,81.20627683952844,1074.2861811489774,4
1562,studio porto,2015.0,Apartamento,21097/AL,41.15277024813626,-8.61697144162341,9.3,9.5,9.2,1488758400000.0,479.6623242841249,121.51676196397577,564.6323046968472,7
1565,mártires da liberdade,2015.0,Apartamento,22603/AL,41.1517456703655,-8.613704652801047,8.8,8.8,9.0,1488758400000.0,371.81566665878836,111.62549008238236,273.76839886437904,8
1566,new hearthmade studio 2,2016.0,Apartamento,33161/AL,41.15168456365196,-8.613716990917585,,,,1488758400000.0,374.2156661944068,118.48765902319228,270.362607445482,8
1567,new heartmade apartment,2016.0,Apartamento,26856/AL,41.15170581772017,-8.613716235351779,,,,1488758400000.0,373.6586189204084,116.1472857300332,271.76546057423144,8
1579,d. joão iv,2016.0,Apartamento,29821/AL,41.149889529492896,-8.601954086234219,9.9,9.6,9.8,1488758400000.0,302.7251843309252,72.56581694375272,681.2566180475707,5
1586,"dom joão iv, apartment",2015.0,Apartamento,19744/AL,41.14880273735629,-8.601933549932356,9.4,9.1,9.3,1488758400000.0,273.0618606687542,34.41088449274919,643.8116297347731,5
1587,porto memória,2016.0,Apartamento,30921/AL,41.14880171814868,-8.601967705508319,,,,1488758400000.0,275.9244895002253,37.01433133657935,641.0021216328066,5
1588,hello porto skylight,2016.0,Apartamento,29963/AL,41.1490735589536,-8.601772386603265,,,,1488758400000.0,262.0300712250516,21.82243087365784,664.6500807391935,5
1590,museum studio,2016.0,Apartamento,27628/AL,41.149090829281114,-8.60175072856379,,,,1488758400000.0,260.5072917257195,21.79891951374969,666.9291369516532,5
1594,4j's apartment,2016.0,Apartamento,35881/AL,41.153207003545646,-8.601596610783872,9.7,8.9,9.7,1488758400000.0,547.7434569678127,63.80429059646235,870.3483005930472,5
1596,porto mixcolor house,2016.0,Apartamento,36124/AL,41.152373522317745,-8.600058418467484,7.8,8.1,8.0,1488758400000.0,419.22141531674464,139.2768147649775,956.7399128758766,4
1599,"eco for all, consultoria, comunicação e sustentabilidade, lda",2014.0,Apartamento,6557/AL,41.151948153142904,-8.597477029611769,9.1,8.7,9.1,1488758400000.0,369.7904150745734,34.66625476662342,1118.6812184118864,3
1605,live in porto,2015.0,Apartamento,15430/AL,41.16552594788188,-8.611385583430527,9.4,8.4,9.4,1488758400000.0,759.5503654531543,46.42056543180085,1702.4076682745913,3
1606,live in porto,2015.0,Apartamento,14953/AL,41.16557493062122,-8.611308105499901,9.5,8.9,9.5,1488758400000.0,758.1184032367422,38.2717393158452,1707.789069200046,3
1611,picaria 14,2016.0,Apartamento,38207/AL,41.14875266182916,-8.612892404843592,9.6,9.9,9.4,1488758400000.0,161.8600247204246,57.39385693873079,215.36265155134404,10
1613,almada azul,2016.0,Apartamento,37699/AL,41.14891115992366,-8.612250779996943,9.7,9.8,9.6,1488758400000.0,113.99886669906185,77.04727924264289,168.56914570691762,9
1615,almada 329 apartment,2015.0,Apartamento,19111/AL,41.14972297620799,-8.61227322489085,9.3,9.6,9.1,1488758400000.0,170.15119078066255,125.94811900016876,106.10576284896351,9
1617,by almada 346,2016.0,Apartamento,23732/AL,41.14960252622332,-8.611961335154744,9.4,9.7,9.1,1488758400000.0,143.66901535003998,99.92315470826702,93.1332837712118,9
1618,by almada 346,2016.0,Apartamento,23710/AL,41.149591012872406,-8.611965560976753,9.4,9.7,9.1,1488758400000.0,142.82552327217041,99.02443678776442,94.28569564425354,9
1619,by almada 346,2016.0,Apartamento,23712/AL,41.149578772659616,-8.611888909839564,9.4,9.7,9.1,1488758400000.0,138.0791173443355,94.57159045858029,90.86715738013572,9
1620,by almada 346,2016.0,Apartamento,23733/AL,41.149601357369825,-8.61192294625562,9.4,9.7,9.1,1488758400000.0,141.74726637347572,98.16303871232576,90.96181069581516,9
1621,by almada 346,2016.0,Apartamento,23699/AL,41.14958846906642,-8.611912497959661,9.4,9.7,9.1,1488758400000.0,140.07055611348952,96.48558838640396,91.39918274850365,9
1623,by almada - lofts & studios,2015.0,Apartamento,8661/AL,41.149535827381015,-8.611993896541511,9.4,9.7,9.1,1488758400000.0,139.29870184370162,95.24628709347601,100.33466995777823,9
1631,oporto view apartments 1º fr,2016.0,Apartamento,36341/AL,41.14936466734993,-8.612023710482424,9.0,9.6,8.7,1488758400000.0,126.46579134065183,82.22099374164337,116.39097604977428,9
1639,almada apartamentos,2015.0,Apartamento,20524/AL,41.151290295729495,-8.611894475125322,9.1,9.4,8.9,1488758400000.0,245.9208225974073,90.97825768700258,136.22077378031344,9
1641,alma-da-casa,2016.0,Apartamento,26557/AL,41.15151654876747,-8.611926447093229,9.7,9.6,9.6,1488758400000.0,236.76464390906204,104.13783102699,160.14420486022556,8
1647,trindade 21,2016.0,Apartamento,34774/AL,41.15211670734754,-8.610304848370786,8.3,9.1,7.8,1488758400000.0,85.41749202814394,16.30405438659509,225.72680221644242,9
1648,quinta dos choupos act. hoteleiras e agriculas lda,2015.0,Apartamento,12563/AL,41.1525464558902,-8.611476447103794,10.0,10.0,10.0,1488758400000.0,178.36634634571635,115.63891880815542,262.65860014703566,8
1650,oportonow,2016.0,Apartamento,37776/AL,41.150491024556544,-8.609747365840105,9.3,9.6,9.1,1488758400000.0,214.6119808624063,66.4746829841406,124.01363250600744,9
1659,andorinha apartment,2016.0,Apartamento,30178/AL,41.15110088016559,-8.611918990288109,9.2,9.5,9.1,1488758400000.0,258.82096181286846,88.59769270744249,118.84133492258137,9
1660,the almada flats,2016.0,Apartamento,29495/AL,41.15111616536219,-8.611944983226136,8.8,9.3,8.5,1488758400000.0,259.69724212098697,90.93830711293111,121.43772492297195,9
1661,the almada flats,2016.0,Apartamento,29490/AL,41.15109217702109,-8.611938758856235,8.8,9.3,8.5,1488758400000.0,260.73663861952303,90.1670786118108,118.91206318759436,9
1662,almada garden apartment,2016.0,Apartamento,30453/AL,41.1510844260002,-8.611958436687786,8.4,9.0,8.0,1488758400000.0,262.5871648740427,91.74944900657644,119.09742913954979,9
1663,the almada flats,2016.0,Apartamento,29498/AL,41.151111556136414,-8.611890373134889,8.8,9.3,8.5,1488758400000.0,256.1672153498869,86.32749395507376,118.61002666290669,9
1664,the almada flats,2016.0,Apartamento,29503/AL,41.151105537152006,-8.611968409205671,8.8,9.3,8.5,1488758400000.0,261.98790342978833,92.77456216126869,121.51317443844177,9
1665,bonjardim duplex charming apartment,2016.0,Apartamento,37749/AL,41.15029420439297,-8.609393531147969,9.3,9.3,9.0,1488758400000.0,233.99527873559435,92.10057496648069,149.60390469098004,8
1666,loft oporto,2016.0,Apartamento,35466/AL,41.15030389739172,-8.609374448751561,10.0,10.0,10.0,1488758400000.0,232.90508950791008,91.54676124742865,151.28530241148331,8
1667,oporto sun - trindade,2016.0,Apartamento,35900/AL,41.150310270444116,-8.60940660735281,9.7,9.5,9.6,1488758400000.0,232.2280029766566,90.07909418743385,148.65710392208138,8
1668,tzerobonjardim,2016.0,Apartamento,36588/AL,41.150331037010496,-8.60937837443515,9.1,9.2,9.0,1488758400000.0,229.89431204727487,88.57946387267042,151.23531665169742,8
1678,c&c - cheap and cousy apartments porto,2016.0,Apartamento,36533/AL,41.1507232798835,-8.60782073349073,8.8,9.7,8.4,1488758400000.0,144.04076060604112,68.35752979744724,287.2714312373829,7
1683,anastasia apartments,2016.0,Apartamento,24285/AL,41.150524892767436,-8.603963762192674,9.4,9.5,9.2,1488758400000.0,220.5669591166637,85.62669103035357,571.0209746696088,7
1684,i love alegria,2016.0,Apartamento,28458/AL,41.15051609164061,-8.604057803869317,9.8,9.8,9.6,1488758400000.0,212.75522074774258,83.59989093576057,564.160405132095,7
1685,picporto,2016.0,Apartamento,35718/AL,41.15054488378348,-8.604047009484345,9.9,9.8,9.9,1488758400000.0,214.62262544040246,80.90190293764455,566.8326716470367,7
1686,porto alegria´s place,2016.0,Apartamento,37063/AL,41.15050360610688,-8.604062911607366,9.4,9.4,9.0,1488758400000.0,211.9223827560173,84.77219035713405,562.9753461441347,7
1687,carluisa´s apartment,2015.0,Apartamento,20638/AL,41.150366556933704,-8.604030212874303,,,,1488758400000.0,210.47224269267429,100.09157830372604,556.049662947451,7
1691,la quatriéme,2016.0,Estabelecimento de hospedagem,38240/AL,41.15052316365795,-8.602388263422304,8.0,8.3,8.2,1488758400000.0,348.8336779424476,23.683954853890967,680.9079405969331,5
1695,porto old town,2016.0,Apartamento,28964/AL,41.15036790071585,-8.608968557819217,9.3,9.4,9.0,1488758400000.0,215.4631818278844,101.2846345032805,185.86257167643632,8
1708,by sá da bandeira,2015.0,Apartamento,12200/AL,41.14962434332687,-8.607669316529659,9.1,9.4,8.6,1488758400000.0,106.05301619095579,14.56411171534637,284.4489854982577,7
1710,by sá da bandeira,2015.0,Apartamento,12922/AL,41.14959855673073,-8.607742774122496,9.4,9.7,9.1,1488758400000.0,112.80619151771864,20.952562017135968,278.89057822007896,7
1712,afonso fernandes & pereira fernandes - imobiliária lda,2014.0,Apartamento,5982/AL,41.1496101031786,-8.607689339310797,9.4,9.7,9.1,1488758400000.0,108.14812408049252,16.340789017675906,282.2365142550737,7
1715,porto bolhão i apartment,2014.0,Apartamento,5985/AL,41.14957333643153,-8.607753736734058,9.4,9.7,9.1,1488758400000.0,114.59742311759753,22.427896184980828,276.0019956665979,7
1721,portosoul formosa,2016.0,Apartamento,30026/AL,41.149026961077475,-8.609030944580015,9.3,9.6,9.2,1488758400000.0,172.59156709964932,125.53873509181544,181.5469874834425,8
1722,home sweet home... bolhão,2016.0,Estabelecimento de hospedagem,26753/AL,41.15064446457927,-8.606711133353803,9.4,9.6,9.2,1488758400000.0,82.57409817856538,48.04544040686057,377.6131681489221,7
1723,d.b. santa catarina,2016.0,Apartamento,33542/AL,41.15055620992525,-8.605718199298739,9.3,9.8,9.0,1488758400000.0,94.35488308913678,116.55019056376484,459.3575570476793,7
1727,feelporto downtown art tile,2016.0,Apartamento,26942/AL,41.15013431226429,-8.60685398104861,9.1,9.3,8.7,1488758400000.0,39.8883145750765,73.94151181780036,362.3244316768599,7
1734,villa bolhão,2014.0,Apartamento,5617/AL,41.14909751613181,-8.606619630635947,9.4,9.6,9.0,1488758400000.0,92.56343212004712,21.76220157882059,297.831627372114,7
1735,villa bolhão,2014.0,Apartamento,5614/AL,41.14909010208146,-8.606599097644834,9.4,9.6,9.0,1488758400000.0,93.16131966951187,23.650720441622706,298.66110435531425,7
1736,villa bolhão/apartamentos,2014.0,Apartamento,5426/AL,41.14910679415564,-8.606651491304243,9.4,9.6,9.0,1488758400000.0,91.9504022000398,18.98574951927888,296.4074814749761,7
1737,villa bolhão/apartamentos,2014.0,Apartamento,5442/AL,41.14911776809458,-8.60668193952783,9.4,9.6,9.0,1488758400000.0,91.21521534186337,16.215015724202335,295.2159253895565,7
1738,villa bolhão/apartamentos,2014.0,Apartamento,5444/AL,41.14908464595849,-8.606580649134525,9.4,9.6,9.0,1488758400000.0,93.59530932601014,25.277314738243327,299.49767048237067,7
1741,chic & cozy apartments,2016.0,Apartamento,26951/AL,41.14902380542172,-8.603825841909657,9.0,9.2,9.0,1488758400000.0,243.24766564480137,121.87749629966171,499.37247091265806,7
1744,invicta,2016.0,Apartamento,23370/AL,41.149016791299296,-8.603941290975468,9.0,9.3,8.7,1488758400000.0,234.780934481341,114.51987017734005,490.0557587673488,7
1745,são joão,2016.0,Apartamento,23371/AL,41.14902003258656,-8.603877238568431,9.0,9.3,8.7,1488758400000.0,239.49684881042324,118.60241992879983,495.1968605013775,7
1749,chillhouse - porto,2015.0,Apartamento,22464/AL,41.15270383281694,-8.607891253237662,9.6,9.5,9.4,1488758400000.0,127.66605676030834,90.57143238786631,391.8179195997081,7
1752,bonjardim apartment,2016.0,Apartamento,33554/AL,41.15277102138357,-8.607875187970455,,,,1488758400000.0,131.1040779833584,83.68496885162091,398.0966074010804,7
1754,js1,2016.0,Apartamento,37908/AL,41.15275638906861,-8.607915784715509,9.0,9.2,8.6,1488758400000.0,127.3615076854958,87.02007406212758,394.5638818641602,7
1759,metroloft,2016.0,Apartamento,32588/AL,41.15248950399037,-8.608763051447491,9.3,9.7,8.8,1488758400000.0,50.9720986889289,107.53262174568899,325.4247125845441,7
1760,trindade segundo,2016.0,Apartamento,33634/AL,41.15247622822175,-8.608777808047991,9.2,9.7,8.8,1488758400000.0,49.49011256981215,105.60851967188341,323.50061915820675,7
1761,trindade zero,2016.0,Apartamento,33632/AL,41.15249826499115,-8.608780902024122,,,,1488758400000.0,49.702990540344345,107.27799954705952,325.2618509884038,7
1770,santa catarina apartments,2016.0,Apartamento,34309/AL,41.15287348250917,-8.604939923937865,7.5,7.9,7.1,1488758400000.0,351.72590782100474,80.90625555067922,601.6844208395922,7
1780,stayin oporto música guest apartment - bolhão,2016.0,Apartamento,23833/AL,41.15147115165154,-8.607056493509774,8.3,9.0,8.3,1488758400000.0,178.74162997210675,20.0781218694998,373.3444559765783,7
1783,the5rooms.porto,2016.0,Apartamento,33182/AL,41.15117088133618,-8.607130510248055,9.8,9.4,9.5,1488758400000.0,149.18568617258853,22.00908313885551,356.05952843591035,7
1784,feel porto doc townhouse,2016.0,Apartamento,26378/AL,41.152135067359794,-8.606622405911768,9.4,9.2,9.1,1488758400000.0,231.55555090999763,63.72396176006879,438.44407576811705,7
1785,feel porto ruby townhouse,2016.0,Apartamento,25995/AL,41.15215089432398,-8.606680856963505,9.4,9.2,9.1,1488758400000.0,226.46926893352887,61.39828327012868,435.0566344982161,7
1786,oporto guest downtown sta. catarina,2016.0,Apartamento,37326/AL,41.152496453817704,-8.604947226083118,8.7,9.2,8.5,1488758400000.0,312.87683811416315,66.19166747135145,581.5629845984878,7
1790,enjoy porto apartment,2016.0,Apartamento,32785/AL,41.1533060087016,-8.607227826123736,9.2,9.0,9.5,1488758400000.0,205.0928706587954,9.763517696191283,478.5566457126838,6
1798,campos monteiro,2016.0,Apartamento,23437/AL,41.14956267975472,-8.596729886045965,9.4,8.6,9.3,1488758400000.0,187.22830174407392,102.9332523464744,1088.1986071397594,4
1805,boa aventura apartment,2014.0,Apartamento,6484/AL,41.14927478025828,-8.598274197265429,9.4,9.3,9.2,1488758400000.0,68.09936754988662,45.4976714467625,954.761361955988,5
1808,rs porto campanhã,2016.0,Apartamento,34134/AL,41.149680036222314,-8.590081928576382,8.7,7.9,8.8,1488758400000.0,375.5256687448453,36.1445227673354,1639.002107936803,0
1811,home sweet home,2016.0,Apartamento,36511/AL,41.165032314296944,-8.600570438598195,8.9,8.5,9.5,1488758400000.0,164.14862098803613,47.039230221319244,1872.266899406724,1
1825,airy and modern beachfront apartment,2015.0,Apartamento,20531/AL,41.154181630645226,-8.679155016181573,9.8,10.0,9.7,1488758400000.0,3746.6665869171393,69.28563208422904,5611.736473645477,2
1826,apartamento - vista para o mar,2015.0,Apartamento,17905/AL,41.15416083090406,-8.679133099154965,9.5,9.9,9.2,1488758400000.0,3746.902760212055,66.42817387671928,5609.357027525811,2
1831,porto trendy by the beach,2015.0,Apartamento,4764/AL,41.15653725733807,-8.680361746281356,9.1,10.0,8.3,1488758400000.0,3651.186568569657,16.518457163387932,5782.3768499985035,1
1842,baumhaus serviced apartments,2015.0,Apartamento,19182/AL,41.15666659497622,-8.622514657646027,9.2,8.6,8.5,1488758400000.0,216.53397486477056,93.03149508140491,1192.7219946678795,3
1843,baumhaus serviced apartments,2015.0,Apartamento,19183/AL,41.15666958593571,-8.622483679559334,9.2,8.6,8.5,1488758400000.0,215.96839637568658,92.84278007507406,1190.8492555761345,3
1844,baumhaus serviced apartments,2015.0,Apartamento,19147/AL,41.156691550608784,-8.622482465062523,9.2,8.6,8.5,1488758400000.0,213.53014632759442,95.22235229862189,1192.2420849391406,3
1845,baumhaus serviced apartments,2015.0,Apartamento,19167/AL,41.1566869478869,-8.622453484206616,9.2,8.6,8.5,1488758400000.0,213.8468838839236,94.31398663473793,1189.9975654181376,3
1846,baumhaus serviced apartments,2015.0,Apartamento,19178/AL,41.15670862198176,-8.622449464256864,9.2,8.6,8.5,1488758400000.0,211.4225409686504,96.6418300248752,1191.188948090065,3
1847,baumhaus serviced apartments,2015.0,Apartamento,19179/AL,41.156689333596795,-8.622508473809878,9.2,8.6,8.5,1488758400000.0,213.97162516016326,95.39454847125994,1193.831357572586,3
1848,baumhaus serviced apartments,2015.0,Apartamento,19180/AL,41.15671321872361,-8.622482592208195,9.2,8.6,8.5,1488758400000.0,211.13439906319718,97.59204675885073,1193.7078157981834,3
1849,baumhaus serviced apartments,2015.0,Apartamento,19181/AL,41.156657769713114,-8.622464673762554,9.2,8.6,8.5,1488758400000.0,217.1474113003934,91.26960296613176,1188.786062610338,3
1855,porto insight apartment,2016.0,Apartamento,37540/AL,41.15508859969532,-8.617528100566359,9.6,9.2,9.3,1488758400000.0,230.56455735100812,94.72063026711766,761.597494331263,7
1860,oporto guest cedofeita,2016.0,Apartamento,37322/AL,41.15593814549844,-8.616552084735176,8.5,8.4,8.3,1488758400000.0,129.26020488489425,26.740088950610126,781.5393107131306,7
1869,flor de lis,2016.0,Apartamento,32033/AL,41.15338280059621,-8.612114624371701,8.5,9.2,8.8,1488758400000.0,255.5536172527337,72.08281122818578,362.9892868581649,8
1876,porto spot apartment 2,2014.0,Apartamento,5492/AL,41.15454480256263,-8.609929245782848,9.0,8.8,9.0,1488758400000.0,242.65602566436743,35.56272468816735,494.36092210992274,6
1877,porto spot apartments 4,2014.0,Apartamento,5524/AL,41.15452640716767,-8.609880859870415,9.6,9.5,9.5,1488758400000.0,239.8805517120876,36.14990899759608,493.2401685650168,6
1878,porto center,2014.0,Apartamento,6397/AL,41.153787397448056,-8.611359405472408,9.2,9.3,8.9,1488758400000.0,227.64601704022857,54.305939215502775,399.4810456708585,8
1879,varanda sobre o porto,2016.0,Apartamento,38038/AL,41.15377974799499,-8.6112812772307,8.4,9.3,8.2,1488758400000.0,222.27204045041282,60.5373987209972,398.4267274774569,8
1888,pacote d'sonhos unipessoal ldª,2016.0,Apartamento,24177/AL,41.15571669117135,-8.602345468046678,8.9,8.1,8.7,1488758400000.0,605.1582113771615,40.43760914658822,961.5685769357781,5
1889,vintage apartment 2,2016.0,Apartamento,32731/AL,41.15567790408917,-8.602359887996379,8.9,8.1,9.0,1488758400000.0,605.2985859335846,36.01699367386612,957.8937076768426,5
1892,casa da porta amarela,2016.0,Apartamento,26347/AL,41.15709882339626,-8.59529520603982,9.4,8.3,9.6,1488758400000.0,888.9449717713568,102.07158619448305,1537.036318718773,2
1893,casa da porta azul,2016.0,Apartamento,26350/AL,41.15706089060165,-8.59528865414137,9.4,8.3,9.6,1488758400000.0,891.5435905548593,102.84763901342431,1535.4173373038627,2
1894,casa da porta vermelha,2016.0,Apartamento,26349/AL,41.15706827975015,-8.59534113581184,9.4,8.3,9.6,1488758400000.0,887.3317733370662,106.76197536929577,1532.005335942649,2
1900,fontinha,2015.0,Apartamento,20326/AL,41.15615293734774,-8.60514021029569,7.5,8.0,7.7,1488758400000.0,367.6125438166976,59.11296991119814,833.0880252112381,6
1912,nice apart downtown porto,2016.0,Apartamento,25730/AL,41.155447998797776,-8.605856667238326,8.4,8.0,8.4,1488758400000.0,352.3506964053978,94.97535780163544,734.4070106125598,6
1915,dot oporto flats,2016.0,Apartamento,38226/AL,41.154992574095935,-8.609079749203204,9.5,9.2,9.4,1488758400000.0,260.45214379926364,6.9453354332252655,561.1105332145398,7
1929,trindade,2015.0,Apartamento,12264/AL,41.15374050374157,-8.608703080274957,7.8,8.7,7.8,1488758400000.0,158.48356636052281,92.32625902624704,445.08222569458013,6
1932,feelporto panoramic townhouse,2015.0,Apartamento,18733/AL,41.15371061561844,-8.607660946908547,8.6,8.3,8.1,1488758400000.0,203.5153512456771,48.10947674598072,489.24569647066284,6
1935,nuno marinho,2015.0,Apartamento,16689/AL,41.15382251044947,-8.607455273644389,8.3,8.7,8.2,1488758400000.0,224.49700246817463,50.97772496507785,509.5929018636697,7
1937,portowine apartment,2016.0,Apartamento,33866/AL,41.153748059819115,-8.607424973899715,7.8,8.8,8.4,1488758400000.0,220.63333013249886,42.332797047060474,504.6608239411402,7
1951,my home in porto,2016.0,Apartamento,31786/AL,41.159917951909776,-8.626026664482005,9.4,8.9,9.3,1488758400000.0,251.03248028921627,80.63893424303156,1649.0843823448029,0
1981,chopin,2016.0,Apartamento,23368/AL,41.158773236864015,-8.628049519186563,8.7,8.6,8.5,1488758400000.0,224.53945338699688,66.69240309095701,1706.79745174707,1
1982,vivaldi,2016.0,Apartamento,23365/AL,41.15875199212152,-8.628065432006283,8.7,8.6,8.5,1488758400000.0,226.41438506568474,64.64398715567135,1706.591223445627,1
1983,strauss,2016.0,Apartamento,23359/AL,41.15873156577311,-8.628078651284508,8.7,8.6,8.5,1488758400000.0,228.281068920468,62.68057345772728,1706.251829901337,1
1984,mozart,2016.0,Apartamento,23355/AL,41.15876187533881,-8.628028228924384,8.7,8.6,8.5,1488758400000.0,226.27093855409257,65.14134244898814,1704.6113364785938,1
1985,beethoven,2016.0,Apartamento,23346/AL,41.15874491826105,-8.628096777922226,8.7,8.6,8.5,1488758400000.0,226.43877470378646,64.48875792764848,1708.3399174639965,1
1990,inlapa,2016.0,Apartamento,37513/AL,41.159219620776454,-8.612063807074696,9.3,8.7,9.1,1488758400000.0,316.48462409906483,95.8910090546253,1005.0157656110184,4
2015,rs porto flats,2015.0,Apartamento,18028/AL,41.15936727943203,-8.608498825712411,8.0,7.9,7.9,1488758400000.0,233.7673913760532,31.225528972611684,1043.0023405103086,3
2031,praça 66 guest house,2016.0,Apartamento,36564/AL,41.16077810205728,-8.603997139360834,-1.0,8.8,9.1,1488758400000.0,54.293313203461025,11.0541104358328,1320.4208999166178,1
2049,manuel fernando teixeira afonso,2015.0,Apartamento,11254/AL,41.142641241834795,-8.605073834049046,9.7,9.8,9.4,1488758400000.0,526.5613817111844,123.67704138676788,551.5509950762059,4
2148,musical view porto,2014.0,Apartamento,5015/AL,41.161084169250216,-8.625006150199331,9.7,9.0,9.7,1488758400000.0,323.5420822130589,22.00789556519545,1676.207964105782,0
2150,apartment stay in fontainhas,2015.0,Apartamento,19596/AL,41.144395297352794,-8.602901239631715,9.1,9.1,9.0,1488758400000.0,598.7391332882789,119.4125032562454,638.7926279245495,5
2153,apartamento do infante,2016.0,Apartamento,25009/AL,41.14435617180133,-8.60289028646751,9.4,9.6,9.3,1488758400000.0,601.7064994770365,116.94021161662869,641.861530719313,5
2155,gold river apartment,2016.0,Apartamento,29644/AL,41.14440796263218,-8.602863862086183,9.4,9.4,9.1,1488758400000.0,595.7524127844149,122.5945592198506,640.7319921157672,5
2161,opo down town blue,2016.0,Apartamento,32471/AL,41.143857770695476,-8.6140040386492,9.1,9.7,8.6,1488758400000.0,284.72106827311495,70.23525168241638,219.85985030602401,7
2163,vintage flores,2016.0,Apartamento,25750/AL,41.143836907047294,-8.614011957847705,9.7,9.6,9.2,1488758400000.0,286.0605129213397,69.20358423677607,219.50329738375592,7
