id,nome,ano_registo,type,n_reg,lat,lon,score_global,score_location,score_price/quality,data_levan,nearest_metro,nearest_bus,nearest_tur_point,POI_closer_than_1000
163,oporto tourist apartments - são domingos,2011.0,Moradia,5599/AL,41.14300089293376,-8.614562127824568,9.2,9.8,8.9,1488758400000.0,366.16702373178254,88.85700803860027,231.17074494091645,7
164,cale guest house,2012.0,Moradia,5907/AL,41.14291614302135,-8.615357890868378,-1.0,9.8,9.2,1488758400000.0,429.5857027570977,23.060013134218234,230.1155755607949,7
167,100 contos,2015.0,Moradia,11085/AL,41.150107849164,-8.618124751424546,8.9,9.1,8.8,1488758400000.0,623.9567324206531,199.5726010577436,583.5528689177129,7
168,portosense,2011.0,Apartamento,6037/AL,41.14096098253115,-8.613047698784094,9.5,9.9,9.1,1488758400000.0,450.1096036044932,96.33710812684362,132.31586903506357,4
178,down bonjardim apartments,2016.0,Apartamento,37069/AL,41.15037675512365,-8.609289171400631,8.8,9.5,8.8,1488758400000.0,224.89053743152385,86.53230814653563,159.25777620098708,8
182,cardosas stylish apartment,2015.0,Apartamento,21986/AL,41.14570433177258,-8.611080004371368,9.0,9.8,8.8,1488758400000.0,121.91775375529188,13.426897199106556,237.2524676511284,9
184,vivacity porto,2012.0,Estabelecimento de hospedagem,6202/AL,41.14762701209013,-8.615069260838933,-1.0,9.5,8.3,1488758400000.0,357.46195616680177,28.724462400851827,433.65368818093145,9
185,pensão duas nações,2010.0,Estabelecimento de hospedagem,6207/AL,41.14783570301977,-8.615040412650592,7.5,9.2,7.5,1488758400000.0,349.2364764611966,33.343043011537496,416.9192529749682,9
187,pensão frança,2010.0,Estabelecimento de hospedagem,5641/AL,41.147467462975825,-8.615758413613964,7.3,9.1,7.3,1488758400000.0,417.94124043598623,21.908412810868434,489.520929131232,9
206,vitoria flat,2015.0,Apartamento,11940/AL,41.149890774047314,-8.61542351752311,9.4,9.8,9.2,1488758400000.0,401.57279037453895,94.55042045166624,358.37546484535983,7
214,porto downtown´s place,2016.0,Apartamento,37065/AL,41.14210155167096,-8.616017652564283,9.4,9.9,9.3,1488758400000.0,522.3709885170297,81.82622420126077,175.8551904859137,5
215,ribeira vintage flat,2016.0,Apartamento,23297/AL,41.14225460061788,-8.615823538363736,,,,1488758400000.0,499.53125624104484,63.95872289829043,179.2414958789133,5
216,casa do cristelo,2016.0,Apartamento,25209/AL,41.145783772869045,-8.629270073456189,9.5,9.1,9.5,1488758400000.0,1540.1990769525155,124.25226874436045,1342.562938084885,2
219,charming house marquês,2015.0,Estabelecimento de hospedagem,6641/AL,41.16150543258507,-8.602619728582004,-1.0,8.2,8.4,1488758400000.0,159.64186954043484,75.0293338689375,1446.4793926775048,1
230,tattva design hostel,2012.0,Estabelecimento de hospedagem-Hostel,6304/AL,41.14413288612213,-8.609044740238062,8.6,9.2,8.6,1488758400000.0,154.94898389985286,112.52146702758141,249.0658639267424,8
236,alegria apartment,2015.0,Apartamento,4649/AL,41.1518176728031,-8.60394052579397,9.5,9.6,9.1,1488758400000.0,298.7178619187246,75.43742016173898,633.0134075790505,7
237,nuno eça de queiroz cabral,2014.0,Moradia,11305/AL,41.159799527896965,-8.601116826386113,8.5,8.1,8.7,1488758400000.0,316.28417948083853,61.21542671013059,1359.9004804625495,4
239,maria`s apartment,2015.0,Apartamento,22415/AL,41.159660869283215,-8.590901019639729,9.8,9.4,9.9,1488758400000.0,758.8223165662201,129.30985657045363,1999.4245264899894,1
241,hospedaria do bonfim,2013.0,Estabelecimento de hospedagem,5644/AL,41.15002389685078,-8.595374743326188,6.6,7.4,6.7,1488758400000.0,311.67307121742783,43.18708165059732,1210.6278188528802,1
246,in porto gallery guesthouse,2015.0,Estabelecimento de hospedagem,10140/AL,41.14937833703554,-8.609331556915246,-1.0,9.6,9.1,1488758400000.0,167.0193474931701,120.06632370486929,178.84206212906898,8
248,porto suite,2014.0,Moradia,6391/AL,41.16001236410849,-8.605755985207471,-1.0,9.1,9.3,1488758400000.0,164.79425365099414,72.46695938379872,1181.120987546889,3
253,fernando jorge pereira,2013.0,Apartamento,6795/AL,41.14225888713485,-8.614774844238296,8.5,9.6,8.2,1488758400000.0,427.04764718058084,91.0925705616412,149.28319870157858,6
254,shining view,2011.0,Apartamento,5929/AL,41.14261640855664,-8.617367129897282,9.6,9.7,9.3,1488758400000.0,597.1713962144978,50.28376567729936,297.5356215014461,4
257,mystay porto,2012.0,Moradia,6891/AL,41.14359137920089,-8.617559941449263,8.7,9.3,8.6,1488758400000.0,581.4449680275345,20.82431816412064,385.6743041159607,7
259,"ana maria ribeiro, lda.",2013.0,Estabelecimento de hospedagem,7353/AL,41.14668698969874,-8.613344309583178,-1.0,9.3,8.4,1488758400000.0,285.5410896684465,120.62373566781656,342.10558210441536,9
260,grande hotel paris,2014.0,Apartamento,12284/AL,41.14703571744968,-8.613386802112439,8.1,8.9,8.1,1488758400000.0,261.78447548046336,131.60598366319377,338.63680795696195,9
261,"pedonado, unipessoal, lda",2014.0,Moradia,5545/AL,41.14840807568074,-8.602792858219964,9.2,9.2,9.1,1488758400000.0,347.09743532363854,118.52831285332731,563.8746265183341,6
263,joana alexandra dos santos coelho,2015.0,Moradia,8962/AL,41.150040415389775,-8.603257931051925,-1.0,8.8,8.7,1488758400000.0,269.761098746026,111.03273023577609,590.9080512588926,6
264,trendy apartment in downtown porto,2015.0,Apartamento,18016/AL,41.15015088188882,-8.603279995009608,8.9,8.8,8.1,1488758400000.0,268.78491391883307,107.23205700092602,595.4626056230954,6
266,design apartment porto down town,2016.0,Apartamento,34771/AL,41.14609611918391,-8.597971005400751,9.3,9.1,9.2,1488758400000.0,299.8877629537167,69.86814319632249,968.6954739396652,2
275,residencial estrela da noite,2011.0,Estabelecimento de hospedagem,6044/AL,41.14683598492344,-8.59612677761114,7.3,7.8,7.5,1488758400000.0,263.6885998950449,101.44835049865308,1114.1937710478144,2
276,andarilho,2009.0,Estabelecimento de hospedagem-Hostel,4541/AL,41.15085205746136,-8.604691635172058,9.5,9.4,9.4,1488758400000.0,181.29958333509964,48.932274892650824,548.3266462115104,7
277,charming,2015.0,Apartamento,20239/AL,41.142777433584115,-8.600011530590201,7.2,8.0,7.5,1488758400000.0,671.6937764800788,140.23886251504393,939.8190245514636,2
279,pensão residencial veneza,2015.0,Estabelecimento de hospedagem,20565/AL,41.14715994801008,-8.589776375612523,8.0,8.2,8.0,1488758400000.0,280.58723955727766,39.09387542782439,1645.482018394391,0
285,my ribeira guest house,2015.0,Estabelecimento de hospedagem,15414/AL,41.1416050345715,-8.613200791369596,8.9,9.1,8.2,1488758400000.0,393.0903112638543,98.62213688781378,141.606256611076,5
293,residencial portuguesa,2011.0,Estabelecimento de hospedagem,6335/AL,41.15086201688956,-8.614353958175977,7.0,8.2,7.1,1488758400000.0,382.6402497983318,45.86773956820405,277.236972343884,7
294,vitória clérigos house,2015.0,Moradia,21974/AL,41.14456738374485,-8.614801919184153,9.5,9.2,9.3,1488758400000.0,338.4855344239333,109.24272460987198,316.69257195006406,8
