id,data_levan,nome,ano_registo,type,address,freg,lat,lon,nearest_metro,nearest_bus,nearest_tur_point
5561,-2209161600000,Rua Almirante Leote do Rego 308 2Dto,2018,Apartamento,"Rua do Almirante Leote do Rego, 4250-259 Porto, Portugal",,41.16588856087735,-8.613284233651965,910.2167936216676,76.55640414652281,1751.562558192391
5562,-2209161600000,NONITUR,2018,Apartamento,"Rua do Professor Joaquim Bastos, 4200-604 Porto, Portugal",,41.16904700251281,-8.611454492003654,906.9887445364385,84.5918053729533,2093.334540689532
5563,-2209161600000,APARTAMENTO ALIANCA 234 RC ESQ,2018,Apartamento,"Rua da Alianca, 4250-029 Porto, Portugal",,41.16561352318192,-8.616954958791087,896.3152808364522,207.80245055071245,1779.477898125077
5564,-2209161600000,Lindo Vale,2018,Apartamento,"Rua do Lindo Vale, 4200-371 Porto, Portugal",,41.16320121473775,-8.603291447587985,250.3784491795514,76.63789257100252,1588.3704945167672
5565,-2209161600000,Chale com Jardim,2018,Apartamento,"Rua de Alberto Sampaio, 4250-026 Porto, Portugal",,41.17663495008438,-8.626745606997321,1328.6602366763086,81.79354074833424,3213.218935611514
5566,-2209161600000,Vale Formoso 136,2018,Estabelecimento de hospedagem-Hostel,"Rua de Vale Formoso, 4200-508 Porto, Portugal",,41.16664863405102,-8.61144337867343,848.4780606114037,42.77598416034161,1827.0893966619135
5567,-2209161600000,Porto D'Alma Antas,2018,Apartamento,"Rua do Professor Bento de Jesus Caraca, 4200-128 Porto, Portugal",,41.16380758111744,-8.597507592240511,186.2217715455585,259.6575664585923,1897.1191396837892
5568,-2209161600000,Apartamento confortável perto do centro,2018,Apartamento,"Rua de Honorio de Lima, 4200-321 Porto, Portugal",,41.17334689664325,-8.591426147958193,745.3585410374393,329.08633687302154,3058.0856130110324
5569,-2209161600000,Casa Particular de Monsanto,2018,Moradia,"Rua Particular de Monsanto, 4250-362 Porto, Portugal",,41.172828403710184,-8.616622748816194,1108.6739918713517,109.14307779217039,2554.269741332063
5570,-2209161600000,Porto Cosy House - Marquês,2018,Apartamento,"Rua da Constituição, 4200-194 Porto, Portugal",,41.16230210269385,-8.606508997565289,216.36161900896457,87.55463317762504,1400.1745516993562
5571,-2209161600000,Top Porto Balcony,2018,Apartamento,"Rua do Cantor Zeca Afonso, 4200-534 Porto, Portugal",,41.16319937672916,-8.608584667049188,416.1059139385667,39.24549265585893,1460.2475913637525
